,city,crime,value,latitude,longitude
275,Cantanhede,Furto de veículo e em veículo motorizado,91,40.34669113,-8.59237289
276,Condeixa-a-Nova,Furto de veículo e em veículo motorizado,40,40.11454391,-8.50013638
277,Almodôvar,Crimes contra animais de companhia,9,37.51149368,-8.05998516
278,Castelo de Vide,Crimes contra animais de companhia,0,39.41464996,-7.45658541
279,Elvas,Crimes contra animais de companhia,14,38.88109589,-7.16383362
280,Alentejo Central,Crimes contra animais de companhia,50,38.56700134,-7.9000001
281,Mora,Crimes contra animais de companhia,0,45.8757782,-93.29205322
282,Algarve,Crimes contra animais de companhia,112,37.01443863,-7.93527985
283,Lagoa,Crimes contra animais de companhia,5,37.13472748,-8.45262527
284,Tavira,Crimes contra animais de companhia,7,37.12581253,-7.64984083
285,Povoação,Crimes contra animais de companhia,0,37.74722672,-25.24490356
286,Santa Cruz das Flores,Crimes contra animais de companhia,7,39.45597076,-31.12897491
287,Santana,Crimes contra animais de companhia,0,32.80401611,-16.88144875
288,São Vicente,Crimes contra animais de companhia,3,-23.96641731,-46.38613892
289,Melgaço,Crimes previstos em legislação avulsa,18,42.11614609,-8.26261616
290,Ponte de Lima,Crimes previstos em legislação avulsa,29,41.76702118,-8.58327866
291,Vila Nova de Cerveira,Crimes previstos em legislação avulsa,45,41.94009781,-8.74443722
292,Mangualde,Crimes contra a integridade física,103,40.60571289,-7.76595068
293,Vouzela,Crimes contra a integridade física,44,40.72304153,-8.11218834
294,Ourém,Crimes contra a integridade física,201,39.65679932,-8.57918167
295,Almeida,Crimes contra a integridade física,33,40.72629166,-6.90694761
296,Odemira,Crimes contra a integridade física,149,37.59702301,-8.64186382
297,Cuba,Crimes contra a integridade física,42,23.013134,-80.83287811
298,Chamusca,Crimes contra a integridade física,41,39.35948944,-8.4807415
299,Golegã,Crimes contra a integridade física,20,39.4026947,-8.48907566
300,Nelas,Furto de veículo e em veículo motorizado,19,40.53001022,-7.85526466
301,Oliveira de Frades,Furto de veículo e em veículo motorizado,11,40.73141479,-8.17673016
302,Sátão,Furto de veículo e em veículo motorizado,0,40.74041748,-7.73609543
303,Vouzela,Furto de veículo e em veículo motorizado,8,40.72304153,-8.11218834
304,Fundão,Furto de veículo e em veículo motorizado,29,40.13693619,-7.49945498
305,Mêda,Furto de veículo e em veículo motorizado,3,45.65996552,9.15445805
306,Lisboa,Furto de veículo e em veículo motorizado,2768,38.70700836,-9.1356411
307,Montijo,Furto de veículo e em veículo motorizado,213,38.70584869,-8.97461796
308,Oeiras,Furto de veículo e em veículo motorizado,305,38.69740677,-9.30830956
309,Odemira,Furto de veículo e em veículo motorizado,60,37.59702301,-8.64186382
310,Santiago do Cacém,Furto de veículo e em veículo motorizado,46,38.01395798,-8.69761276
311,Aljustrel,Furto de veículo e em veículo motorizado,6,37.87678146,-8.16631699
312,Beja,Furto de veículo e em veículo motorizado,89,38.01504517,-7.86243963
313,Santarém,Furto de veículo e em veículo motorizado,148,39.23618317,-8.68707466
314,Alto Alentejo,Furto de veículo e em veículo motorizado,121,39.29000092,-7.42999983
315,Amares,Crimes previstos em legislação avulsa,25,41.63127136,-8.34902859
316,Valongo,Crimes previstos em legislação avulsa,59,41.1872673,-8.50218582
317,Vila Nova de Gaia,Crimes previstos em legislação avulsa,705,41.13589478,-8.63318062
318,Celorico de Basto,Crimes previstos em legislação avulsa,13,41.3871727,-8.00118923
319,Resende,Crimes previstos em legislação avulsa,23,-22.46836281,-44.4463501
320,Alijó,Crimes previstos em legislação avulsa,0,41.27677917,-7.47465801
321,Sabrosa,Crimes previstos em legislação avulsa,0,41.26544189,-7.5783906
322,Santa Marta de Penaguião,Crimes previstos em legislação avulsa,0,41.20980072,-7.78413773
323,Terras de Trás-os-Montes,Crimes previstos em legislação avulsa,190,41.48300171,-7.21700001
324,Alfândega da Fé,Crimes previstos em legislação avulsa,0,41.34515762,-6.96669292
325,Vinhais,Crimes previstos em legislação avulsa,0,41.83559036,-7.00143051
326,Alcobaça,Crimes previstos em legislação avulsa,112,39.54996872,-8.98292637
327,Lourinhã,Crimes previstos em legislação avulsa,26,39.24247742,-9.31228924
328,Nazaré,Crimes previstos em legislação avulsa,75,39.59679794,-9.07205486
329,Sobral de Monte Agraço,Crimes previstos em legislação avulsa,43,39.0183754,-9.15186882
330,Aveiro,Crimes previstos em legislação avulsa,132,40.64118576,-8.65361691
331,Crato,Crimes contra a integridade física,16,-7.2369113,-39.41492462
332,Fronteira,Crimes contra a integridade física,9,39.05626678,-7.64991426
333,Cinfães,Violência doméstica contra cônjuge ou análogos,48,41.07167053,-8.08952236
334,Mesão Frio,Violência doméstica contra cônjuge ou análogos,16,41.16083908,-7.8876462
335,Torre de Moncorvo,Violência doméstica contra cônjuge ou análogos,20,41.17551804,-7.05238962
336,Vila Flor,Violência doméstica contra cônjuge ou análogos,10,41.306633,-7.1523037
337,Bombarral,Violência doméstica contra cônjuge ou análogos,37,39.26689911,-9.15787125
338,Lourinhã,Violência doméstica contra cônjuge ou análogos,85,39.24247742,-9.31228924
339,Águeda,Violência doméstica contra cônjuge ou análogos,82,40.57448196,-8.44800472
340,Vagos,Violência doméstica contra cônjuge ou análogos,56,40.55526352,-8.68145752
341,Cantanhede,Violência doméstica contra cônjuge ou análogos,119,40.34669113,-8.59237289
342,Figueira da Foz,Violência doméstica contra cônjuge ou análogos,152,40.15078354,-8.85121346
343,Castanheira de Pêra,Violência doméstica contra cônjuge ou análogos,3,40.0059166,-8.20831013
344,Pedrógão Grande,Violência doméstica contra cônjuge ou análogos,11,39.91609955,-8.14620686
345,Santa Comba Dão,Violência doméstica contra cônjuge ou análogos,26,40.39793777,-8.1303978
346,Tondela,Violência doméstica contra cônjuge ou análogos,41,40.51641083,-8.08080387
347,Olhão,Condução sem habilitação legal,61,37.02654266,-7.84044933
348,Vila Real de Santo António,Condução sem habilitação legal,41,37.19509506,-7.41457987
349,Machico,Condução sem habilitação legal,11,32.71583557,-16.76662827
350,Ponta do Sol,Condução sem habilitação legal,0,32.67991638,-17.10394287
351,Porto Moniz,Condução sem habilitação legal,0,32.86751175,-17.16622353
352,Gouveia,Crimes contra a vida em sociedade,55,40.49362564,-7.59372377
353,Trancoso,Crimes contra a vida em sociedade,45,-16.59259796,-39.10305023
354,Moita,Crimes contra a vida em sociedade,256,38.6547966,-8.99393368
355,Odivelas,Crimes contra a vida em sociedade,294,38.79262161,-9.18276501
356,Alandroal,Crimes contra a integridade física,19,38.70227432,-7.40383816
357,Arraiolos,Crimes contra a integridade física,29,38.72258759,-7.98530722
358,Redondo,Crimes contra a integridade física,51,33.84498215,-118.38724518
359,Reguengos de Monsaraz,Crimes contra a integridade física,62,38.4234581,-7.53357363
360,Vila do Bispo,Crimes contra a integridade física,61,37.08306885,-8.90878487
361,Vila Real de Santo António,Crimes contra a integridade física,117,37.19509506,-7.41457987
362,Angra do Heroísmo,Crimes contra a integridade física,234,38.65679169,-27.21932602
363,Santa Cruz das Flores,Crimes contra a integridade física,29,39.45597076,-31.12897491
364,Calheta,Crimes contra a integridade física,22,32.72077179,-17.17760849
365,Funchal,Crimes contra a integridade física,815,32.64753723,-16.90501595
366,Machico,Crimes contra a integridade física,123,32.71583557,-16.76662827
367,Santana,Crimes contra a integridade física,40,32.80401611,-16.88144875
368,Alto Minho,Ofensa à integridade física voluntária simples,510,41.70000076,-8.83300018
369,Melgaço,Ofensa à integridade física voluntária simples,23,42.11614609,-8.26261616
370,Gavião,Furto de veículo e em veículo motorizado,11,39.46493912,-7.9367938
371,Portalegre,Furto de veículo e em veículo motorizado,24,39.29139709,-7.43234539
372,Montemor-o-Novo,Furto de veículo e em veículo motorizado,26,38.6449585,-8.21542454
373,Reguengos de Monsaraz,Furto de veículo e em veículo motorizado,14,38.4234581,-7.53357363
374,Vendas Novas,Furto de veículo e em veículo motorizado,16,38.67736816,-8.45521164
375,Vila Viçosa,Furto de veículo e em veículo motorizado,3,38.77740479,-7.41668749
376,Alcoutim,Furto de veículo e em veículo motorizado,4,37.4710083,-7.47270346
377,Santa Cruz da Graciosa,Furto de veículo e em veículo motorizado,5,39.08495331,-28.00520515
378,Velas,Furto de veículo e em veículo motorizado,0,38.68994522,-28.21458244
379,Câmara de Lobos,Furto de veículo e em veículo motorizado,76,32.64857101,-16.97599411
380,Alto Minho,Crimes contra a identidade cultural e integridade pessoal,0,41.70000076,-8.83300018
381,Cabeceiras de Basto,Crimes contra a identidade cultural e integridade pessoal,0,41.53300095,-8.0170002
382,Sesimbra,Crimes contra a vida em sociedade,208,38.44483948,-9.10201359
383,Grândola,Crimes contra a vida em sociedade,118,38.17603683,-8.56818676
384,Barrancos,Crimes contra a vida em sociedade,26,38.13153839,-6.97811031
385,Castro Verde,Crimes contra a vida em sociedade,39,37.69762421,-8.08186054
386,Serpa,Crimes contra a vida em sociedade,73,37.94080353,-7.59302473
387,Chamusca,Crimes contra a vida em sociedade,43,39.35948944,-8.4807415
388,Campo Maior,Crimes contra a vida em sociedade,49,39.01004028,-7.06819487
389,Portalegre,Crimes contra a vida em sociedade,95,39.29139709,-7.43234539
390,Estremoz,Crimes contra a vida em sociedade,42,38.84550858,-7.591681
391,Mora,Crimes contra a vida em sociedade,12,45.8757782,-93.29205322
392,Vila Nova de Paiva,Violência doméstica contra cônjuge ou análogos,10,40.84923935,-7.730093
393,Oleiros,Violência doméstica contra cônjuge ou análogos,6,39.91891479,-7.914042
394,Médio Tejo,Violência doméstica contra cônjuge ou análogos,461,39.59999847,-8.41699982
395,Vieira do Minho,Crimes contra a identidade cultural e integridade pessoal,0,41.63505173,-8.14180374
396,Barcelos,Crimes contra o Estado,30,41.53153992,-8.61895847
397,Terras de Bouro,Crimes contra o Estado,0,41.71920395,-8.31012344
398,Fafe,Crimes contra o Estado,13,41.44867325,-8.17214012
399,Vale de Cambra,Crimes contra o Estado,15,40.84428787,-8.39868259
400,Chaves,Crimes contra o Estado,10,41.74139786,-7.47196817
401,Alijó,Crimes contra o Estado,0,41.27677917,-7.47465801
402,Carrazeda de Ansiães,Crimes contra o Estado,0,41.24220276,-7.30619526
403,Sabrosa,Crimes contra o Estado,0,41.26544189,-7.5783906
404,São João da Pesqueira,Crimes contra o Estado,4,41.14669418,-7.40741777
405,Tarouca,Crimes contra o Estado,0,41.01602936,-7.77590609
406,Baixo Alentejo,Crimes contra as pessoas,1263,38.01699829,-7.8670001
407,Beja,Crimes contra as pessoas,338,38.01504517,-7.86243963
408,Cuba,Crimes contra as pessoas,75,23.013134,-80.83287811
409,Cartaxo,Crimes contra as pessoas,180,39.16181564,-8.78637505
410,Portalegre,Crimes contra as pessoas,193,39.29139709,-7.43234539
411,Estremoz,Crimes contra as pessoas,111,38.84550858,-7.591681
412,Albufeira,Crimes contra as pessoas,757,37.08898926,-8.25228214
413,Faro,Crimes contra as pessoas,867,37.01535797,-7.93511295
414,Monchique,Crimes contra as pessoas,48,37.31802368,-8.55601692
415,Calheta,Crimes contra as pessoas,34,32.72077179,-17.17760849
416,Nordeste,Crimes contra as pessoas,39,37.83214569,-25.14676476
417,Vila do Porto,Crimes contra as pessoas,65,36.97193909,-25.09832954
418,Ribeira Brava,Crimes contra as pessoas,139,32.68299866,-17.04999924
419,São Vicente,Crimes contra as pessoas,30,-23.96641731,-46.38613892
420,Ponte da Barca,Crimes de homicídio voluntário consumado,0,41.80789185,-8.41952419
421,Nordeste,Crimes contra o património,30,37.83214569,-25.14676476
422,Vila Franca do Campo,Crimes contra o património,104,37.71453094,-25.43340302
423,Esposende,Roubo por esticão e na via pública,0,41.53287125,-8.78101349
424,Vieira do Minho,Roubo por esticão e na via pública,0,41.63505173,-8.14180374
425,Vizela,Roubo por esticão e na via pública,0,41.37521744,-8.30317307
426,Matosinhos,Roubo por esticão e na via pública,180,41.18299866,-8.67976856
427,Santo Tirso,Roubo por esticão e na via pública,13,41.34266663,-8.47746563
428,Vila Pouca de Aguiar,Roubo por esticão e na via pública,0,41.50065994,-7.64848852
429,Marco de Canaveses,Roubo por esticão e na via pública,0,41.18144989,-8.1493454
430,Alfândega da Fé,Crimes contra o Estado,0,41.34515762,-6.96669292
431,Oeste,Crimes contra o Estado,190,39.40000153,-9.13300037
432,Torres Vedras,Crimes contra o Estado,41,39.08774567,-9.25944805
433,Montemor-o-Velho,Crimes contra o Estado,3,40.17253876,-8.68464661
434,Vila Nova de Poiares,Crimes contra o Estado,0,40.21177673,-8.25871754
435,Aguiar da Beira,Crimes contra o Estado,0,40.81547165,-7.54527664
436,Nelas,Crimes contra o Estado,7,40.53001022,-7.85526466
437,São Pedro do Sul,Crimes contra o Estado,0,-29.61527252,-54.17903137
438,Tondela,Crimes contra o Estado,17,40.51641083,-8.08080387
439,Idanha-a-Nova,Crimes contra o Estado,3,39.91974258,-7.23673964
440,Oleiros,Crimes contra o Estado,3,39.91891479,-7.914042
441,Proença-a-Nova,Crimes contra o Estado,0,39.74979401,-7.92522621
442,Abrantes,Crimes contra o Estado,7,39.46440887,-8.19781876
443,Entroncamento,Crimes contra o Estado,8,39.46474838,-8.46900463
444,Torres Novas,Crimes contra o Estado,22,39.47777939,-8.5408926
445,Belmonte,Crimes contra o Estado,9,40.35845184,-7.35138988
446,Covilhã,Crimes contra o Estado,31,40.28264999,-7.50326014
447,Fornos de Algodres,Crimes contra o Estado,0,40.62249756,-7.53865337
448,Amares,Crimes de homicídio voluntário consumado,0,41.63127136,-8.34902859
449,Vieira do Minho,Crimes de homicídio voluntário consumado,0,41.63505173,-8.14180374
450,Porto,Crimes de homicídio voluntário consumado,3,41.15015411,-8.61031818
451,Santa Maria da Feira,Crimes de homicídio voluntário consumado,0,40.9257164,-8.54124737
452,Santo Tirso,Crimes de homicídio voluntário consumado,0,41.34266663,-8.47746563
453,Felgueiras,Crimes de homicídio voluntário consumado,0,41.36618805,-8.19936275
454,Alijó,Crimes de homicídio voluntário consumado,0,41.27677917,-7.47465801
455,Armamar,Crimes de homicídio voluntário consumado,0,41.1090126,-7.69127417
456,Peso da Régua,Crimes de homicídio voluntário consumado,0,41.16551971,-7.78618431
457,Sabrosa,Crimes de homicídio voluntário consumado,0,41.26544189,-7.5783906
458,Vila Real,Crimes de homicídio voluntário consumado,0,41.29589844,-7.74635267
459,Aveiro,Crimes de homicídio voluntário consumado,0,40.64118576,-8.65361691
460,Ílhavo,Crimes de homicídio voluntário consumado,0,40.60107803,-8.67039108
461,Vagos,Crimes de homicídio voluntário consumado,0,40.55526352,-8.68145752
462,Peniche,Roubo por esticão e na via pública,24,39.35648727,-9.38147259
463,Sobral de Monte Agraço,Roubo por esticão e na via pública,0,39.0183754,-9.15186882
464,Lousã,Roubo por esticão e na via pública,0,40.11088181,-8.24752045
465,Alvaiázere,Roubo por esticão e na via pública,0,39.82522964,-8.38073826
466,Porto de Mós,Roubo por esticão e na via pública,4,39.60249329,-8.81852245
467,Nelas,Roubo por esticão e na via pública,0,40.53001022,-7.85526466
468,Beira Baixa,Roubo por esticão e na via pública,0,-19.82870674,34.84178162
469,Odemira,Crimes contra o Estado,18,37.59702301,-8.64186382
470,Sines,Crimes contra o Estado,17,37.95466614,-8.86452293
471,Mértola,Crimes contra o Estado,5,37.63889694,-7.66215849
472,Ourique,Crimes contra o Estado,0,37.65102005,-8.22396183
473,Vidigueira,Crimes contra o Estado,0,38.20972061,-7.80120277
474,Almeirim,Crimes contra o Estado,16,39.20960999,-8.62861824
475,Elvas,Crimes contra o Estado,18,38.88109589,-7.16383362
476,Évora,Crimes contra o Estado,32,38.57098389,-7.90960217
477,Portel,Crimes contra o Estado,0,38.30856705,-7.70511532
478,Alcoutim,Crimes contra o Estado,0,37.4710083,-7.47270346
479,Lagoa,Crimes contra o Estado,10,37.13472748,-8.45262527
480,Tavira,Crimes contra o Estado,17,37.12581253,-7.64984083
481,Nordeste,Crimes contra o Estado,0,37.83214569,-25.14676476
482,Lousã,Crimes de homicídio voluntário consumado,0,40.11088181,-8.24752045
483,Figueiró dos Vinhos,Crimes de homicídio voluntário consumado,0,39.90192032,-8.27495766
484,Aguiar da Beira,Crimes de homicídio voluntário consumado,0,40.81547165,-7.54527664
485,Nelas,Crimes de homicídio voluntário consumado,0,40.53001022,-7.85526466
486,Penalva do Castelo,Crimes de homicídio voluntário consumado,0,40.67428207,-7.69987535
487,Santa Comba Dão,Crimes de homicídio voluntário consumado,0,40.39793777,-8.1303978
488,Idanha-a-Nova,Crimes de homicídio voluntário consumado,0,39.91974258,-7.23673964
489,Médio Tejo,Crimes de homicídio voluntário consumado,0,39.59999847,-8.41699982
490,Ourém,Crimes de homicídio voluntário consumado,0,39.65679932,-8.57918167
491,Sardoal,Crimes de homicídio voluntário consumado,0,39.53337479,-8.16019726
492,Tomar,Crimes de homicídio voluntário consumado,0,39.60367584,-8.4128294
493,Celorico da Beira,Crimes de homicídio voluntário consumado,0,40.63592148,-7.39322329
494,Figueira de Castelo Rodrigo,Crimes de homicídio voluntário consumado,0,40.89635086,-6.96307087
495,Fornos de Algodres,Crimes de homicídio voluntário consumado,0,40.62249756,-7.53865337
496,Fundão,Crimes de homicídio voluntário consumado,0,40.13693619,-7.49945498
497,Gouveia,Crimes de homicídio voluntário consumado,0,40.49362564,-7.59372377
498,Mêda,Crimes de homicídio voluntário consumado,0,45.65996552,9.15445805
499,Alcochete,Crimes de homicídio voluntário consumado,0,38.75603104,-8.96103191
500,Odemira,Crimes de homicídio voluntário consumado,0,37.59702301,-8.64186382
501,Lezíria do Tejo,Crimes de homicídio voluntário consumado,4,39.22999954,-8.68000031
502,Abrantes,Roubo por esticão e na via pública,0,39.46440887,-8.19781876
503,Loures,Roubo por esticão e na via pública,158,38.83023834,-9.16708851
504,Moita,Roubo por esticão e na via pública,46,38.6547966,-8.99393368
505,Setúbal,Roubo por esticão e na via pública,132,38.52458572,-8.89315319
506,Vila Franca de Xira,Roubo por esticão e na via pública,56,38.95428085,-8.98968601
507,Aljustrel,Roubo por esticão e na via pública,0,37.87678146,-8.16631699
508,Alvito,Roubo por esticão e na via pública,0,41.68787384,13.7423687
509,Mértola,Roubo por esticão e na via pública,0,37.63889694,-7.66215849
510,Serpa,Roubo por esticão e na via pública,0,37.94080353,-7.59302473
511,Benavente,Roubo por esticão e na via pública,11,38.97831345,-8.81881618
512,Santarém,Roubo por esticão e na via pública,22,39.23618317,-8.68707466
513,Paredes de Coura,Crimes contra animais de companhia,0,41.91098404,-8.55958557
514,Vila Verde,Crimes contra animais de companhia,8,41.65150452,-8.43593693
515,Vila Pouca de Aguiar,Crimes contra animais de companhia,0,41.50065994,-7.64848852
516,Castelo de Paiva,Crimes contra animais de companhia,5,41.04170227,-8.2631073
517,Terras de Trás-os-Montes,Crimes contra animais de companhia,19,41.48300171,-7.21700001
518,Águeda,Crimes contra animais de companhia,4,40.57448196,-8.44800472
519,Rio Maior,Crimes de homicídio voluntário consumado,0,39.33692932,-8.9362669
520,Redondo,Crimes de homicídio voluntário consumado,0,33.84498215,-118.38724518
521,Reguengos de Monsaraz,Crimes de homicídio voluntário consumado,0,38.4234581,-7.53357363
522,Silves,Crimes de homicídio voluntário consumado,0,37.18990326,-8.43859005
523,Lajes das Flores,Crimes de homicídio voluntário consumado,0,39.40552902,-31.21777916
524,Madalena,Crimes de homicídio voluntário consumado,0,38.48835373,-28.47450256
525,Vila da Praia da Vitória,Crimes de homicídio voluntário consumado,0,38.73071671,-27.06038666
526,Vila Franca do Campo,Crimes de homicídio voluntário consumado,0,37.71453094,-25.43340302
527,Mourão,Roubo por esticão e na via pública,0,38.38482666,-7.34661865
528,Faro,Roubo por esticão e na via pública,85,37.01535797,-7.93511295
529,Monchique,Roubo por esticão e na via pública,0,37.31802368,-8.55601692
530,Silves,Roubo por esticão e na via pública,10,37.18990326,-8.43859005
531,Lajes do Pico,Roubo por esticão e na via pública,0,38.39445496,-28.2521553
532,Velas,Roubo por esticão e na via pública,0,38.68994522,-28.21458244
533,Vila do Porto,Roubo por esticão e na via pública,0,36.97193909,-25.09832954
534,Calheta,Roubo por esticão e na via pública,0,32.72077179,-17.17760849
535,Porto Santo,Roubo por esticão e na via pública,0,33.06044006,-16.33327866
536,Santana,Roubo por esticão e na via pública,0,32.80401611,-16.88144875
537,Viana do Castelo,Furto de veículo e em veículo motorizado,148,41.69456863,-8.830163
538,Valongo,Furto de veículo e em veículo motorizado,220,41.1872673,-8.50218582
539,Aveiro,Crimes contra animais de companhia,13,40.64118576,-8.65361691
540,Miranda do Corvo,Crimes contra animais de companhia,0,40.09411621,-8.33354855
541,Leiria,Crimes contra animais de companhia,18,39.74429703,-8.80724239
542,Vouzela,Crimes contra animais de companhia,0,40.72304153,-8.11218834
543,Oleiros,Crimes contra animais de companhia,0,39.91891479,-7.914042
544,Sardoal,Crimes contra animais de companhia,0,39.53337479,-8.16019726
545,Sertã,Crimes contra animais de companhia,8,39.80461121,-8.09905434
546,Covilhã,Crimes contra animais de companhia,20,40.28264999,-7.50326014
547,Manteigas,Crimes contra animais de companhia,0,40.4005394,-7.53964806
548,Seia,Crimes contra animais de companhia,0,40.42037964,-7.70321274
549,Montijo,Crimes contra animais de companhia,28,38.70584869,-8.97461796
550,Santiago do Cacém,Crimes contra animais de companhia,6,38.01395798,-8.69761276
551,Maia,Crimes contra a integridade física,523,41.23286438,-8.62156487
552,Paredes,Crimes contra a integridade física,411,41.2071228,-8.33371735
553,Boticas,Crimes contra a integridade física,12,41.68874359,-7.66512012
554,Chaves,Crimes contra a integridade física,204,41.74139786,-7.47196817
555,Paços de Ferreira,Crimes contra a integridade física,255,41.27861404,-8.37860489
556,Armamar,Crimes contra a integridade física,18,41.1090126,-7.69127417
557,Sabrosa,Crimes contra a integridade física,25,41.26544189,-7.5783906
558,Tabuaço,Crimes contra a integridade física,22,41.11767197,-7.56604195
559,Tarouca,Crimes contra a integridade física,45,41.01602936,-7.77590609
560,Murça,Crimes contra a vida em sociedade,32,41.40814209,-7.45370197
561,Penedono,Crimes contra a vida em sociedade,4,40.98884964,-7.39228821
562,Mogadouro,Crimes contra a vida em sociedade,35,41.33906174,-6.7199688
563,Vila Flor,Crimes contra a vida em sociedade,27,41.306633,-7.1523037
564,Bombarral,Crimes contra a vida em sociedade,48,39.26689911,-9.15787125
565,Ílhavo,Crimes contra a vida em sociedade,176,40.60107803,-8.67039108
566,Penela,Crimes contra a vida em sociedade,20,40.03120041,-8.39340115
